,text_entry,label,tokenized_text
3011,loudeye corp 256 433 nokia corp 10 cents 1946 nokia agreed buy digital music distributor 60 million,0,"[1, 227, 2657, 4914, 39, 227, 93, 1640, 4998, 39, 262, 367, 529, 764, 1449, 706, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3012,spokesperson told wwd expect 5050 mix clothing home decor,0,"[2773, 710, 1, 3128, 4901, 4048, 739, 692, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3013,adp news dec 11 2008 finnish powersupply solutions provider efore oyj omx efo1v said yesterday opened technology research development rd laboratory helsinki university technology,0,"[416, 123, 821, 263, 16, 6, 3904, 55, 220, 933, 22, 74, 3161, 4, 461, 1173, 52, 381, 78, 973, 1579, 33, 1499, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3014,adp news nov 28 2008 finnish powersupply solutions provider efore oyj omx efo1v announced today launch opus dc latest power system opus product line,1,"[416, 123, 1174, 460, 16, 6, 3904, 55, 220, 933, 22, 74, 3161, 113, 35, 450, 3989, 2553, 687, 207, 121, 3989, 150, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3015,adp news nov 3 2008 finnish cargo handling systems services company cargotec oyj omx cgcbv said today acquired 80 stakes italian service companies cvs technoports srl cvs service srl italian handli,1,"[416, 123, 1174, 110, 16, 6, 618, 288, 108, 27, 3, 415, 22, 74, 3254, 4, 35, 272, 538, 1950, 1807, 56, 50, 2554, 1, 2290, 2554, 56, 2290, 1807, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3016,adp news nov 3 2008 finnish paper packaging forest products company stora enso oyj omx sterv said today would invest eur 137 million usd 1766 building power plant ostroleka mi,0,"[416, 123, 1174, 110, 16, 6, 87, 422, 364, 43, 3, 214, 243, 22, 74, 3665, 4, 35, 73, 554, 2, 3414, 8, 112, 1, 79, 207, 54, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3017,adpnews nov 9 2009 four companies agreed buy combined sek 59 billion usd 854meur 5718 drug stores offered sale part restructuring swedish statedowned pharmacy monopoly apoteket ab,1,"[1028, 1174, 167, 14, 387, 50, 262, 367, 476, 803, 1125, 128, 112, 1, 1, 3167, 575, 1767, 189, 81, 604, 199, 1, 1, 1, 1, 394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3018,acquisition sum disclosed,0,"[129, 846, 504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3019,luna took fifth place sixunder 207 shot behind spain beatriz recari germany martina eberl welsh player becky brewerton highestplaced british finisher sharing seventh place threeunder 210 shooting 71,0,"[1, 1357, 2501, 359, 1, 4984, 2794, 3290, 1706, 1, 1, 501, 1, 1, 1, 975, 1, 1, 1, 1466, 1, 3734, 1, 359, 1, 1, 3724, 1664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3020,maggie ramsey wait thousands oregon washington guides anglers others flock frequent seminars nearly,0,"[1, 1, 3477, 2738, 1, 2229, 4297, 4801, 2377, 1, 1, 1, 1178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3021,manavigatornovember 1 2010deal snapshot swedish peab buys equipment rental firm cramo swedish construction company peab ab sto peab b announced acquisition equipment rental company cramo entreprenadmaskiner ab finnish group cramo oyj hel cra1v,0,"[1, 80, 1, 1, 199, 1760, 4682, 89, 420, 343, 474, 199, 58, 3, 1760, 394, 963, 1760, 742, 113, 129, 89, 420, 3, 474, 1, 394, 6, 12, 474, 22, 51, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3022,marathon 46 percent stake plx said according bloomberg,0,"[2973, 1035, 48, 149, 3918, 4, 49, 4716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3023,market data analytics derived primary secondary research,0,"[28, 124, 2617, 1, 1991, 2807, 381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3024,martela said plans expand recycled furniture business elsewhere finland,1,"[1571, 4, 240, 431, 1742, 1427, 19, 3158, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3025,may 29 2010 companiesandmarketscom delivered newstex report provides key data information meat fish poultry market finland,0,"[137, 482, 24, 4604, 345, 2011, 136, 326, 496, 124, 144, 649, 1210, 1993, 28, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3026,meanwhile alfa owns 251 megafon altimo 499 turkcell via 185 stake cukurova holding,0,"[1783, 2622, 721, 2194, 2410, 2176, 4904, 1, 335, 2200, 149, 1, 471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3027,mercator use software logistic retail wholesale operations slovenia markets southeastern europe,0,"[4066, 145, 101, 1, 253, 1344, 36, 1, 114, 2777, 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3028,metsabotnia sell 821 stake uruguayan companies metsaliitto 55,0,"[2405, 215, 1, 149, 3514, 50, 1568, 788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3029,metso foundries jyvaskyla inc begin personnel negotiations temporary layoffs personnel reductions jyvaskyla finland,-1,"[361, 2488, 992, 231, 1235, 254, 196, 599, 469, 254, 804, 992, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3030,metso foundries jyvaskyla oy discontinue production line 30 september 2008 company said,0,"[361, 2488, 992, 70, 3183, 44, 132, 142, 130, 16, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3031,metso foundries jyvaskyla oy discontinue production line 30 september 2008,0,"[361, 2488, 992, 70, 3183, 44, 132, 142, 130, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3032,metso oyj said sold spreader roll manufacturing business related assets town nokia southern finland group finnish investors operate business name finbow oy,0,"[361, 22, 4, 378, 1, 3796, 147, 19, 297, 664, 1502, 39, 893, 11, 12, 6, 522, 1079, 19, 727, 1, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3033,microsoft also churned courtship agreeing use navteq mapping service offered company nokia bought 81 billion years ago,1,"[1183, 26, 1, 1, 1, 145, 2392, 1, 56, 1767, 3, 39, 622, 2638, 128, 176, 537, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3034,microsoft last week also issued first patch windows 7 operating system beta released days earlier,0,"[1183, 88, 670, 26, 408, 30, 3953, 1670, 218, 13, 121, 1, 969, 1451, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3035,50000 tonnes asphalt mix used contract,0,"[2648, 445, 2612, 4048, 294, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3036,mreal part finnish paper maker metsaliitto group due release secondquarter report around 1200 eet 5 august 2010,0,"[360, 81, 6, 87, 97, 1568, 12, 245, 164, 1721, 136, 248, 2208, 1315, 109, 217, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3037,mreal corporation stock exchange release 27 august 2009 315 pm mreal received eur 190 million cash payment sappi mreal corporation part metsñliitto group divested graphic papers business sappi limited end 2008 eur 750 million,0,"[360, 46, 72, 118, 164, 281, 217, 14, 1, 517, 360, 421, 2, 1, 8, 194, 1170, 1726, 360, 46, 81, 1, 12, 1448, 3076, 908, 19, 1726, 1283, 104, 16, 2, 2641, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3038,n 1 group pay eur16 5 transaction price upon closing remaining sum 2012,0,"[1, 80, 12, 643, 4445, 109, 184, 105, 1048, 1462, 755, 846, 1337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3039,national conciliator juhani salonius met parties wednesday said far apart views propose mediation,-1,"[725, 1, 2444, 1, 2020, 806, 441, 4, 1004, 3323, 3492, 1069, 2963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3040,nd disclosed,0,"[1, 504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3041,negotiations representatives personnel regarding restructuring process ended,0,"[196, 2840, 254, 1739, 604, 222, 1313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3042,neither companies use genetically engineered soy moment,0,"[1, 50, 145, 4323, 4464, 3689, 1776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3043,neste oil publish third quarter 2008 results friday 24 october 2008 approximately 9 eet,0,"[425, 155, 1067, 107, 23, 16, 325, 316, 744, 146, 16, 119, 167, 1315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3044,new delhi feb 12 korteniemi anneli helokunnas tuija peltola marjo keskinen jukka salminen jussi tusa kia janhonen risto nokia telecommunications oy espoo finland developed cable adjustment device,0,"[18, 3197, 817, 168, 1, 1, 1, 1, 1, 1, 1, 2043, 1, 2042, 1, 1, 1, 1968, 39, 630, 70, 615, 11, 226, 1644, 2628, 432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3045,new novator products supposed exported,0,"[18, 2008, 43, 3634, 3126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3046,new product launches finland double 2005,1,"[18, 150, 1, 11, 1217, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3047,niina nenonen marimekko current director clothing bags accessories lines take role,0,"[1, 1, 552, 330, 225, 739, 3301, 1242, 730, 376, 1264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3048,changes media activity seen october compared september,0,"[700, 103, 1029, 898, 146, 37, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3049,decision sale issued existing treasury shares ya global made yet,0,"[531, 189, 408, 502, 3555, 29, 1, 117, 178, 1490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3050,financial detail available,0,"[42, 3189, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3051,financial details revealed,0,"[42, 506, 3805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3052,financial information provided,0,"[42, 144, 490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3053,ev3 devices involved action,0,"[1, 388, 1290, 1654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3054,nokia also negotiating product portfolio new company,0,"[39, 26, 1772, 150, 516, 18, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3055,nordea pankki suomi oyj according previously announced made forward contracts alma media corporation shares,0,"[203, 3964, 2281, 22, 49, 285, 113, 178, 869, 435, 319, 103, 46, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3056,nordea chairman board hans dalborg informed nomination committee reelection annual general meeting 2011,0,"[203, 347, 75, 1, 1, 1590, 1560, 1227, 1, 120, 268, 313, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3057,nordea cheapest also couple 30s debt,0,"[203, 4638, 26, 2122, 4950, 1218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3058,nordic business report17 january 2006efore plc inaugurates new plant estonia 19982006 m2 communications ltd finnish power electronics manufacturer efore plc said tuesday 17 january inaugurating new plant parnu estonia,0,"[165, 19, 1, 156, 1, 102, 1, 18, 54, 411, 4993, 1282, 258, 131, 6, 207, 180, 190, 933, 102, 4, 539, 320, 156, 1, 18, 54, 3959, 411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3059,nordstjernan make offer approximately one month september 2007,0,"[1770, 276, 266, 119, 77, 858, 130, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3060,number offers received contract two,0,"[115, 550, 421, 38, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3061,nwc analysis,0,"[1, 480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3062,odell contacted state finland issue,0,"[4005, 1, 541, 11, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3063,okhta center area expected 700000 square metres office premises 2016,0,"[1, 259, 125, 94, 3363, 576, 859, 177, 1168, 4986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3064,okmetic used furnaces contract manufacturing solar crystals,0,"[493, 294, 3091, 38, 147, 1708, 4564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3065,okmetic revised 2010 financial outlook based order book,0,"[493, 1, 24, 42, 646, 139, 71, 1116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3066,25 august 2009 sampo stake nordea 1945,0,"[212, 217, 14, 380, 149, 203, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3067,hand montevideo said two mills working area generate jobs,1,"[1200, 1, 4, 84, 914, 668, 125, 2483, 688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3068,wednesday announced government would propose granting licence two reactors one built fennovoima tvo,1,"[441, 113, 524, 73, 1069, 1, 4125, 84, 2853, 77, 392, 1, 2246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3069,one also apply jobs directly ipad select cv attach covering letter appropriate position,0,"[77, 26, 2169, 688, 2544, 4217, 3752, 1, 1, 2121, 1285, 3319, 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3070,one price category calls preferred operator network another calls operators networks,0,"[77, 105, 1641, 938, 2883, 549, 143, 623, 938, 448, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3071,operators need learn use one device multiple levels applications including voicedirected operations,0,"[448, 1081, 1, 145, 77, 432, 2014, 916, 369, 116, 1, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3072,originally posted pcmagcom security blog security watch,0,"[3983, 402, 1, 283, 4717, 283, 2699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3073,oriolakd spinoff finnish pharmaceutical group orion oyj wholesale division,0,"[1392, 1, 6, 467, 12, 1077, 22, 1344, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3074,northrhine westphalia issue benchmark 5 year fixed rate deal euros,0,"[1, 1, 287, 1469, 109, 17, 561, 758, 100, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3075,details provided,0,"[506, 490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3076,objective yield significant part turnover russia couple years says solteq managing director hannu ahola,0,"[1768, 2686, 237, 81, 250, 85, 2122, 176, 201, 1517, 494, 225, 1598, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3077,outotec currently delivering new oil shale processing plant eesti energia estonia based enefit technology developed jointly eesti energia outotec,0,"[492, 280, 3196, 18, 155, 1715, 356, 54, 1446, 2530, 411, 139, 1, 52, 226, 2044, 1446, 2530, 492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3078,pa jpmorgan chase co nyse jpm pohjoa bank joint leadmanagers senior unsecured deal,0,"[1, 4195, 1, 824, 762, 3018, 1, 47, 407, 1, 896, 2721, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3079,panostaja disclose purchase price,0,"[682, 1012, 354, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3080,pharmaceutical market belgium global research data services published recently market analysis pharmaceutical markets belgium,0,"[467, 28, 1326, 117, 381, 124, 27, 466, 637, 28, 480, 467, 114, 1326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3081,pharmaceutical market poland global research data services published recently market analysis pharmaceutical markets poland,0,"[467, 28, 545, 117, 381, 124, 27, 466, 637, 28, 480, 467, 114, 545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3082,philips available comment report,0,"[1, 234, 1633, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3083,pohjola cooperative banks continued combine branch office network,0,"[546, 1861, 741, 591, 3234, 1234, 177, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3084,pohjola act manager issue bond listed nasdaq omx helsinki ltd,0,"[546, 1030, 468, 287, 881, 652, 610, 74, 33, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3085,ponsse divide sales maintenance service network six geographical areas,0,"[1074, 1, 7, 314, 56, 143, 485, 3085, 393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3086,poyry plccompany announcement 10 december 2010 410 pm pursuant poyry plc stock option program 2004 63 792 new shares company subscribed since 27 october 2010 stock options 2004b,0,"[401, 1, 665, 93, 346, 24, 3371, 517, 1, 401, 102, 72, 241, 284, 219, 1034, 1, 18, 29, 3, 633, 252, 281, 146, 24, 72, 580, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3087,presentation materials posted company website investor relations section webcast presentations tab,0,"[2878, 427, 402, 3, 1043, 613, 2339, 1159, 1345, 3900, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
